% Model,Evan_segmented_faraday_v8.mph
% Version,COMSOL 5.5.0.359
% Date,"Apr 28 2021, 07:50"
% Table,Probe Table 1 - 
% L (m),mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),outer_chan_len (m),u_x (m/s),"abs(ec.Ey/(u_x*B_app)) (1), K hall","plasma velocity (m/s), Point: (0, 0, 0)","Applied Magnetic Field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Resistor Power","ec.Ex*ec.Jx (W), Hall Power","ec.Jz*ec.Ez (W), Off Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Total Channel Power","abs(ec.Jx*ec.Ex) + abs(ec.Jy*ec.Ey) + abs(ec.Jz*ec.Ez) (W), Joule Heating","Insulating boundary added to ends of channel (outdated, use L now) (mm)",Support of B_z function away from channel (mm),"ec.Ey*ec.Jy (W/m^3), Faraday Power","u_x*(ec.Jy * B_z(x)) (W), Push Power","(ec.Jx-int_Jx(x,y,z))/ec.normJ (m^3), Opt_test_Jx","(ec.Jy-int_Jy(x,y,z))/ec.normJ (m^3), Opt_test_Jy","(ec.Jz-int_Jz(x,y,z))/ec.normJ (m^3), Opt_test_Jz"
0.2,1.6666666666666667,0,0.25,1800,1.0887644926979205,1800,6,60,3.8583449539148524E7,3211610.3805353167,1.974516100292408E7,3.036151357683589E7,2.825736659503449E8,250,200,6.731583812160444E8,-1.3406123092673017E8,0.0012427024632657782,-0.08155601520876156,2.2162224260349433E-4
0.2,1.6666666666666667,0,0.25,2400,1.088764492907809,2400,6,60,6.859279820266476E7,5709530.096306405,3.510250862521916E7,5.3976024497385204E7,5.02353185596778E8,250,200,1.1967259796236198E9,-2.38331077714726E8,4.899921997605531E-4,-0.08705001189254684,1.6440297307403627E-4
0.25,1.6666666666666667,0,0.25,1200,1.0887644914950554,1200,6,60,1.7148199483271513E7,1427382.2738158142,8775627.035476806,1.3494005858580766E7,1.2558829621739756E8,250,250,2.9918150448074543E8,-5.958276927864135E7,0.0027481229421241734,-0.07056802188940475,3.3606083975376637E-4
0.25,1.6666666666666667,0,0.25,1800,1.0887644940938674,1800,6,60,3.8583449943170846E7,3211610.84275414,1.9745161346737217E7,3.0361514307670068E7,2.825736665987016E8,250,250,6.73158374379883E8,-1.340612314013074E8,0.001242702458460697,-0.08155601528953935,2.2162216599285538E-4
0.25,1.6666666666666667,0,0.25,2400,1.0887644911659602,2400,6,60,6.859279722511928E7,5709528.965322976,3.510250811583814E7,5.397602331788662E7,5.02353185846961E8,250,250,1.1967260215205083E9,-2.38331077328596E8,4.899921893942784E-4,-0.08705001186605803,1.6440323093182074E-4
0.3,1.6666666666666667,0,0.25,1200,1.0887644917021384,1200,6,60,1.7148199610871796E7,1427382.2789938212,8775627.06462208,1.3494005919359807E7,1.2558829617703618E8,250,300,2.991815068858143E8,-5.9582769295370646E7,0.002748122942990843,-0.07056802191292484,3.3606077159557086E-4
0.3,1.6666666666666667,0,0.25,1800,1.0887644929665183,1800,6,60,3.85834495575582E7,3211610.645888143,1.9745160986382008E7,3.0361513556931864E7,2.8257366551676273E8,250,300,6.731583567874409E8,-1.3406123077872182E8,0.0012427024689216002,-0.08155601517164231,2.216221826793853E-4
0.3,1.6666666666666667,0,0.25,2400,1.0887644933086817,2400,6,60,6.859279854549281E7,5709530.0493196165,3.5102508651535414E7,5.397602454490204E7,5.023531849420258E8,250,300,1.1967259858224568E9,-2.38331077629029E8,4.8999220475724E-4,-0.08705001188562568,1.64403069988181E-4
0.35000000000000003,1.6666666666666667,0,0.25,1200,1.088764491857521,1200,6,60,1.714819967602703E7,1427382.4478201256,8775627.068553727,1.349400594700504E7,1.2558829581396413E8,250,350.00000000000006,2.9918149369374776E8,-5.958276921967822E7,0.0027481229428714827,-0.07056802185673113,3.3606085085423077E-4
0.35000000000000003,1.6666666666666667,0,0.25,1800,1.0887644932571077,1800,6,60,3.858344963575653E7,3211610.426776424,1.974516120018742E7,3.0361513967477273E7,2.8257366701812416E8,250,350.00000000000006,6.731583945921491E8,-1.340612313270801E8,0.00124270247102664,-0.08155601526632486,2.2162217956314307E-4
0.35000000000000003,1.6666666666666667,0,0.25,2400,1.0887644933979457,2400,6,60,6.859279894592327E7,5709530.1632658355,3.510250877524511E7,5.3976024803922966E7,5.02353185289415E8,250,350.00000000000006,1.1967259877646823E9,-2.3833107778619143E8,4.899922116829312E-4,-0.08705001189552292,1.6440298149748495E-4
0.4,1.6666666666666667,0,0.25,1200,1.088764490155163,1200,6,60,1.7148199508468006E7,1427382.2360625747,8775626.994338706,1.3494005769867705E7,1.2558829601916748E8,250,400,2.991815035878591E8,-5.958276920179529E7,0.002748122920156141,-0.07056802184920481,3.360608169427265E-4
0.4,1.6666666666666667,0,0.25,1800,1.088764495565834,1800,6,60,3.858345013027365E7,3211611.2244748552,1.9745161466914278E7,3.0361514597379122E7,2.8257366625689393E8,250,400,6.731583550899842E8,-1.3406123141095671E8,0.0012427024772271964,-0.08155601528591996,2.2162212011360698E-4
0.4,1.6666666666666667,0,0.25,2400,1.0887644913438088,2400,6,60,6.859279820108971E7,5709529.329628125,3.510250810424511E7,5.397602336776551E7,5.0235318388182765E8,250,400,1.1967259939902124E9,-2.3833107685715201E8,4.899922008606446E-4,-0.08705001183199464,1.6440308753862956E-4
0.45,1.6666666666666667,0,0.25,1200,1.0887644912053067,1200,6,60,1.7148199530798115E7,1427382.1880740374,8775627.03483777,1.3494005849665625E7,1.2558829620245907E8,250,450,2.991815115230828E8,-5.958276927147674E7,0.0027481229375726454,-0.07056802188293211,3.360608418664352E-4
0.45,1.6666666666666667,0,0.25,1800,1.0887644907224372,1800,6,60,3.858344873015251E7,3211610.170724874,1.974516069740878E7,3.0361512926855877E7,2.8257366571437943E8,250,450,6.731583689747545E8,-1.3406123057109796E8,0.0012427024372041278,-0.0815560151415386,2.2162234440362981E-4
0.45,1.6666666666666667,0,0.25,2400,1.0887644917628447,2400,6,60,6.859279844514321E7,5709529.56375228,3.510250835968972E7,5.397602391750039E7,5.0235318439964193E8,250,450,1.1967259994598565E9,-2.3833107723283875E8,4.899921934318558E-4,-0.08705001185979891,1.644030362143745E-4
0.5,1.6666666666666667,0,0.25,1200,1.0887644927953444,1200,6,60,1.714819985203552E7,1427382.4371090224,8775627.133841477,1.3494006081886992E7,1.2558829593995468E8,250,500,2.9918150099423563E8,-5.95827693088128E7,0.0027481229466235963,-0.07056802192414931,3.3606055870459583E-4
0.5,1.6666666666666667,0,0.25,1800,1.0887644931933647,1800,6,60,3.8583449697626255E7,3211610.739181037,1.974516121460593E7,3.0361514018008526E7,2.825736663883606E8,250,500,6.731583694746879E8,-1.3406123121527748E8,0.00124270245756518,-0.0815560152505232,2.2162223672879224E-4
0.5,1.6666666666666667,0,0.25,2400,1.088764494278896,2400,6,60,6.85927991676488E7,5709530.620692498,3.510250899662609E7,5.397602529429758E7,5.023531852006001E8,250,500,1.19672597063445E9,-2.3833107800159818E8,4.899922133757024E-4,-0.08705001191579433,1.6440305158931038E-4
