% Model,Evan_segmented_faraday_v4.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 12 2021, 16:26"
% Table,Probe Table 1 - 
% L (m),mob_e (m^2/(V*s)),mob_i (m^2/(V*s)),"abs(ec.Ey/(u_x*B_app)) (1), K hall","plasma velocity (m/s), Point: (0, 0, 0)","Applied Magnetic Field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Resistor Power","ec.Ey*ec.Jy (W), Faraday Power","ec.Ex*ec.Jx (W), Hall Power","ec.Jz*ec.Ez (W), Off Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W), Total Channel Power","ec.Jx*ec.Ex + ec.Jy*ec.Ey + ec.Jz*ec.Ez (W), Joule Heating"
0.1,0.45,0.012,0.8749761758645496,1800,6,60,8.19981119413066E7,-8.202971534792137E7,-29207.999258179036,62775.02894038162,-8.199614831823857E7,0.0013268983399226675
0.1,0.9,0,0.849667777037912,1800,6,60,7.63313867286888E7,-7.656357344756766E7,-39026.90122922395,272082.9213637741,-7.633051742743282E7,0.0012581645558275602
0.1,0.9,0.012,0.9021126620447076,1800,6,60,8.527020520859197E7,-8.579687205480872E7,11425.128195989455,516166.1967802001,-8.526928072983313E7,0.0014192084895300117
0.1,1.6666666666666667,0,0.8566207658317996,1800,6,60,7.430040317740662E7,-7.523416460751586E7,-92942.48671320631,1027444.662547058,-7.429966243168196E7,0.0012814665392008073
0.1,1.6666666666666667,0.012,0.972495445538477,1800,6,60,9.074966427888082E7,-9.336884838636774E7,-52842.51954603725,2673231.087394112,-9.074845981852065E7,0.0016361391946692887
0.15000000000000002,0,0,0.8524109416288103,1800,6,60,7.809872580108167E7,-7.810201745546532E7,4411.133103291302,141.29427838239377,-7.809746502808315E7,0.0017875744793895364
0.15000000000000002,0,0.012,0.8524109447044808,1800,6,60,7.809872636214957E7,-7.810201610838744E7,4411.134383774233,141.29428711875903,-7.809746367971636E7,0.0017875744914860074
0.15000000000000002,0.45,0,0.850127525024368,1800,6,60,7.746624367996614E7,-7.747155477951531E7,-40051.30098368463,46244.83911566532,-7.74653612413835E7,0.001789938472120268
0.15000000000000002,0.45,0.012,0.8749833887143773,1800,6,60,8.200345216787444E7,-8.202524065372999E7,-40626.5158323651,63561.25674647716,-8.200230591281617E7,0.001897225865766848
0.15000000000000002,0.9,0,0.8496433554111301,1800,6,60,7.634995978043526E7,-7.653484501456797E7,-89718.35840288745,275735.97162757954,-7.63488274013435E7,0.0017970903847223968
0.15000000000000002,0.9,0.012,0.9020257808410108,1800,6,60,8.530047957672109E7,-8.570675662822403E7,-114600.66851541017,522365.1722589809,-8.529899212448087E7,0.0020245902913866554
0.15000000000000002,1.6666666666666667,0,0.8564476434896905,1800,6,60,7.435726548865862E7,-7.5100093322419E7,-287310.4093742033,1031394.526997252,-7.435600920479591E7,0.0018192993892571711
0.15000000000000002,1.6666666666666667,0.012,0.972493053556712,1800,6,60,9.085982343099748E7,-9.272156356296562E7,-783198.9521794675,2646468.3280280656,-9.085829418711723E7,0.0022981219650651456
0.2,0,0,0.8524105222685714,1800,6,60,7.809861603562738E7,-7.810220410267083E7,4431.885400133303,140.30059006059383,-7.809763191668005E7,0.002266644081952012
0.2,0,0.012,0.8524105286272571,1800,6,60,7.809861720320702E7,-7.81022013212666E7,4431.884111810143,140.3005707848772,-7.809762913658404E7,0.0022666441157730547
0.2,0.45,0,0.8501366224406279,1800,6,60,7.74656999011691E7,-7.747438622817393E7,-35846.97253761356,45705.93769759974,-7.746452726301406E7,0.002269684774080095
0.2,0.45,0.012,0.874982266495823,1800,6,60,8.2000175962315E7,-8.203790005363299E7,-33905.909054807686,62836.648006508236,-8.200896931468064E7,0.002405621357130217
0.2,0.9,0,0.8496656811418672,1800,6,60,7.63455972305676E7,-7.655648513872749E7,-62489.51439338857,274532.57075669384,-7.634444208236423E7,0.002278388095926171
0.2,0.9,0.012,0.9020244041814883,1800,6,60,8.529386946982995E7,-8.576873337581849E7,-44230.79038462517,520161.81803837174,-8.529280234816474E7,0.002566371082031715
0.2,1.6666666666666667,0,0.8563240679628827,1800,6,60,7.433669729201232E7,-7.520368012303998E7,-163468.61832021642,1031404.6345181081,-7.433574410684165E7,0.0023055349823519343
0.2,1.6666666666666667,0.012,0.9714434200608252,1800,6,60,9.081400341347265E7,-9.32116830988013E7,-263567.385843356,2662404.7962234053,-9.081284568842112E7,0.002910773346345959
0.25,0,0,0.8524106266701071,1800,6,60,7.809861644508009E7,-7.810214400366513E7,4422.387208782734,144.7224091926574,-7.809757689404757E7,0.002687698725125969
0.25,0,0.012,0.8524106145449052,1800,6,60,7.809861422079815E7,-7.81021493084187E7,4422.388551495013,144.72244440917143,-7.809758219742301E7,0.002687698648520819
0.25,0.45,0,0.850136769335978,1800,6,60,7.746709340811053E7,-7.747838880073154E7,-34338.18296636979,46689.26819062052,-7.746603771550682E7,0.002691302673912768
0.25,0.45,0.012,0.8749923787153249,1800,6,60,8.200456918234284E7,-8.203703476469816E7,-31262.238796845544,64247.214312875454,-8.20040497891822E7,0.0028525402349967705
0.25,0.9,0,0.8496066935141964,1800,6,60,7.635934325956705E7,-7.65851557160078E7,-54164.67494179585,281001.64868399076,-7.6358318742265E7,0.002700763465666854
0.25,0.9,0.012,0.9018907626448095,1800,6,60,8.532088066736415E7,-8.582469834213866E7,-25380.518462108143,530144.3455160772,-8.531993451508403E7,0.003040998061866242
0.25,1.6666666666666667,0,0.8558681103385101,1800,6,60,7.440303442061427E7,-7.529177569679227E7,-156817.5299993606,1046571.3086066502,-7.440202191818474E7,0.0027272563534698493
0.25,1.6666666666666667,0.012,0.9702229561006267,1800,6,60,9.098446858015315E7,-9.340193531806251E7,-217284.4927088111,2635907.9481110875,-9.098331186266091E7,0.003429591830103017
