% Model,Evan_continuous_faraday_v4.mph
% Version,COMSOL 5.5.0.359
% Date,"Nov 10 2020, 15:54"
% Table,Probe Table 1 - 
% beta_e (1),beta_i (1),"ec.Ey*ec.Jy (W/m^3), Faraday Power","abs(ec.Ey/(u_x*B_app)) (1), K hall","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Power","ec.Ex*ec.Jx (W/m^3), Hall Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Total Channel Power","plasma velocity, Point: (0, 0, 0)","applied magnetic field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)","Electric field, x component (V/m), Electric Field . x","Electric field, y component (V/m), Electric Field . y","Electric field, z component (V/m), Electric Field . z"
1.1,0,1.3222456809519125E7,0.03063199545075263,62453.51070679935,-3.547869874405852E7,-2.197464085844409E7,1800,6,60,-122.99894879627709,0.044247501514838423,0.26035157136387876
1.2000000000000002,0,9965634.55300041,0.02686033682573737,51870.718027634444,-3.3664333486476034E7,-2.348383864937646E7,1800,6,60,-112.86840396016896,0.040324659596646314,0.22839450556403845
1.3,0,7494310.706920939,0.023532470651270943,43137.6751556284,-3.0879480091866214E7,-2.322310940578367E7,1800,6,60,-102.14906003662004,0.03677369301534322,0.20955634326977346
1.4000000000000001,0,5655593.322288852,0.020664629127484246,35954.38658798468,-2.7679877474602774E7,-2.1902537625239164E7,1800,6,60,-91.57880165260134,0.033572536939315355,0.2024133310149802
1.5,0,4302623.608200075,0.018236021469062856,30054.924427506558,-2.443359563292016E7,-2.0039284255686697E7,1800,6,60,-81.61001001845497,0.03069483622787595,0.20414396425133638
1.6,0,3310722.3461823617,0.016203256702223032,25210.494722828684,-2.135753359460155E7,-1.7977231090704527E7,1800,6,60,-72.48119312756775,0.02811236524951272,0.21976755124006664
1.7000000000000002,0,2581903.5936514633,0.014512604014118259,21228.490907887877,-1.856198803938518E7,-1.5926670446320571E7,1800,6,60,-64.28719360744391,0.025796773731732066,0.22956322522736894
1.8,0,2042611.9361959717,0.013109771340817696,17949.16933969245,-1.6086583917076163E7,-1.4002382846743943E7,1800,6,60,-57.026545361418194,0.02372067260365238,0.24190216977921403
1.9000000000000001,0,1639487.89023131,0.011943196935564244,15241.439157889377,-1.3930970779326996E7,-1.2258582706161218E7,1800,6,60,-50.647445699785045,0.02185831263420212,0.25014594446761657
2,0,1334451.7112654261,0.010967723155479128,12998.57149362063,-1.207337488363739E7,-1.0712455495718597E7,1800,6,60,-45.07207045823276,0.020185990890744625,0.2556248062843578
2.1,0,1100590.3364347385,0.010147515705700902,11134.122203525649,-1.0482105290590025E7,-9359853.870972589,1800,6,60,-40.211413753438606,0.01868222688018402,0.2582405775455312
2.2,0,918822.4838275709,0.009451599889385574,9578.276273840329,-9123002.193006493,-8186147.93871675,1800,6,60,-35.97697924014893,0.017327762209223902,0.2580248321152208
2.3000000000000003,0,775607.1760506846,0.008854880726182093,8274.728798585616,-7963237.449622667,-7172369.277113796,1800,6,60,-32.2861374156758,0.016105475582727204,0.25324595173849646
2.4000000000000004,0,661432.1663268047,0.008340727238056525,7178.093486510512,-6973817.776739271,-6299263.999899204,1800,6,60,-29.067305728209305,0.015000260384693516,0.24827527277118733
2.5,0,569174.5344104976,0.007891241917226946,6251.697885838672,-6127655.681284134,-5547030.337598332,1800,6,60,-26.25143648070907,0.01399878930661996,0.24182635676537087
2.6,0,493842.9912730927,0.007495851024025099,5465.901235089252,-5403062.33611551,-4899088.38945692,1800,6,60,-23.784634949002726,0.013089385720876331,0.2336192673385939
2.7,0,431641.304073722,0.0071443884972755495,4796.65772193292,-4780440.637381054,-4339722.895688554,1800,6,60,-21.615663247866184,0.012261800214828616,0.22421871758470424
2.8000000000000003,0,379835.2217188944,0.006829801360350778,4224.414358737649,-4244340.341475682,-3856280.770352648,1800,6,60,-19.705089757011823,0.011507055812319334,0.21407452381995531
2.9000000000000004,0,336292.8730195002,0.006545837158747245,3733.2094943033508,-3781201.7954859696,-3437380.8504902935,1800,6,60,-18.016748472156852,0.010817273331513852,0.20284338886534634
3,0,299415.8062227715,0.006287812091607121,3309.9856678325314,-3379826.546700541,-3073457.980600282,1800,6,60,-16.520385405084937,0.010185558520659107,0.19250801666682862
