% Model,Evan_continuous_faraday_v3.mph
% Version,COMSOL 5.5.0.359
% Date,"Oct 28 2020, 19:38"
% Table,Probe Table 1 - 
% resistance ,beta_e ,beta_i ,"ec.Ey*ec.Jy (W/m^3), Faraday Power","ec.Jy*(2*wire_rad[mm])^2 (m^2*A), Current in Load","-ec.Ey*(2*inner_rad [mm]) (V), dV faraday","abs(ec.Ey/(u_x[m/s]*bap(x)[T])) (1), K hall","-ec.Ex*(4*el_len[mm]+3*ins_seg_len [mm]) (V*m), dV hall","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Resistor Power","ec.Ex*ec.Jx (W/m^3), Hall Power","ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz (W/m^3), Total Channel Power",4*el_len+3*ins_seg_len,2*chan_len+2*abs(el_shift),"(ec.Ex*ec.Jx+ec.Ey*ec.Jy+ec.Ez*ec.Jz)/(chan_len[mm]*(2*inner_rad[mm])^2) (kg/(m^2*s^3)), available Power Density","plasma velocity, Point: (0, 0, 0)","applied magnetic field (T), Point: (0, 0, 0)","plasma conductivity (S/m), Point: (0, 0, 0)"
316227.7660168379,0,0,-2847360.4739629277,-4.335614515963911E-6,-1371.0417230389567,0.9995929739275069,1.3834857704965552E-7,4.6805576888451775E10,11.168439820089844,-2847346.3436039044,0.46,NaN,3.204763908829262E9,1800,6,60
1000000,0,0,-902122.7601421806,-1.3714231619688528E-6,-1371.423171567655,0.9998710787165653,1.8784225296646158E-7,1.4809460544760958E10,3.685974862019202,-902116.1610673448,0.46,NaN,1.0139993526025908E9,1800,6,60
3162277.6601683795,0,0,-286530.76822862256,-4.337202437619897E-7,-1371.5438406470066,0.999959055589823,2.0354725105765854E-7,4.683986831330999E9,2.940348797721766,-286524.91695633373,0.46,NaN,3.2071118324758375E8,1800,6,60
10000000,0,0,-91819.40971192303,-1.3715820027879753E-7,-1371.5820037479527,0.9999868793730057,2.0851331733419645E-7,1.4812891262770598E9,2.8655128918063597,-91813.63388959288,0.46,NaN,1.0142342528428969E8,1800,6,60
3.162277660168379E7,0,0,-30240.18317310588,-4.337361294047028E-8,-1371.594072727931,0.9999956785709758,2.1006033371630747E-7,4.684329953447137E8,2.8591677576338395,-30234.41263897797,0.46,NaN,3.2073467671667892E7,1800,6,60
100000000,0,0,-10769.824033987212,-1.3715978886049723E-8,-1371.5978887010053,0.9999984607035305,2.1049559837155207E-7,1.4813234393902448E8,2.855999281342151,-10764.05915681501,0.46,NaN,1.0142577469292931E7,1800,6,60
3.1622776601683795E8,0,0,-4607.557445384698,-4.337377181257328E-9,-1371.5990964317998,0.9999993412305255,2.1070763683777995E-7,4.684364269735922E7,2.856184548516716,-4601.792124540161,0.46,NaN,3207370.2634275174,1800,6,60
1000000000,0,0,-2665.0566052734935,-1.3715994771285544E-9,-1371.599477138166,0.9999996187942141,2.107624777362655E-7,1.4813268705978885E7,2.8572059623889174,-2659.2892170553177,0.46,NaN,1014260.0962669477,1800,6,60
3.1622776601683793E9,0,0,-2049.303398398027,-4.3373787668667875E-10,-1371.5995978181604,0.9999997067790511,2.1074355935767415E-7,4684367.694650749,2.8576090512305,-2043.5351963646415,0.46,NaN,320737.26084564877,1800,6,60
1.0E10,0,0,-1853.0213070194018,-1.3715996362864365E-10,-1371.5996362873514,0.9999997348260492,2.1080160875322264E-7,1481327.2143787998,2.855916582165679,-1847.2565214216938,0.46,NaN,101426.03316527147,1800,6,60
